RunId,iteration,Step,width,height,density,minority_pc,homophily,k,policy,follow_policy,perc_happy,segregation
0,0,20,50,50,0.75,0.4,3,1,random,0.0,1.0,0.6612137203166227
1,0,19,50,50,0.75,0.4,3,1,random,0.1,1.0,0.6542553191489362
5,0,21,50,50,0.75,0.4,3,1,random,0.5,1.0,0.6600633914421553
7,0,22,50,50,0.75,0.4,3,1,random,0.7,1.0,0.6635752688172043
22,0,20,50,50,0.75,0.4,3,1,minimum_improvement,0.0,1.0,0.6636146496815286
2,0,26,50,50,0.75,0.4,3,1,random,0.2,1.0,0.6549652963160705
3,0,20,50,50,0.75,0.4,3,1,random,0.3,1.0,0.6685514270328486
9,0,25,50,50,0.75,0.4,3,1,random,0.9,1.0,0.6518046709129511
4,0,23,50,50,0.75,0.4,3,1,random,0.4,1.0,0.6523605150214592
44,0,20,50,50,0.75,0.4,3,1,similar_neighborhood,0.0,1.0,0.6516675489677077
8,0,20,50,50,0.75,0.4,3,1,random,0.8,1.0,0.6691666666666667
55,0,20,50,50,0.75,0.4,3,1,different_neighborhood,0.0,1.0,0.6596661281637048
33,0,24,50,50,0.75,0.4,3,1,recently_emptied,0.0,1.0,0.6614411441144115
6,0,30,50,50,0.75,0.4,3,1,random,0.6,1.0,0.6736702127659574
46,0,20,50,50,0.75,0.4,3,1,similar_neighborhood,0.2,1.0,0.6862903225806452
10,0,34,50,50,0.75,0.4,3,1,random,1.0,1.0,0.650392670157068
11,0,31,50,50,0.75,0.4,3,1,distance_relevance,0.0,1.0,0.6581905781584583
23,0,27,50,50,0.75,0.4,3,1,minimum_improvement,0.1,1.0,0.6484582668793195
45,0,23,50,50,0.75,0.4,3,1,similar_neighborhood,0.1,1.0,0.6715921192758253
48,0,18,50,50,0.75,0.4,3,1,similar_neighborhood,0.4,1.0,0.6985254691689008
54,0,4,50,50,0.75,0.4,3,1,similar_neighborhood,1.0,1.0,0.7615902964959569
53,0,19,50,50,0.75,0.4,3,1,similar_neighborhood,0.9,1.0,0.7555137170521786
31,0,11,50,50,0.75,0.4,3,1,minimum_improvement,0.9,1.0,0.561490359562272
47,0,31,50,50,0.75,0.4,3,1,similar_neighborhood,0.3,1.0,0.6972327726532827
25,0,25,50,50,0.75,0.4,3,1,minimum_improvement,0.3,1.0,0.6281877373846989
26,0,32,50,50,0.75,0.4,3,1,minimum_improvement,0.4,1.0,0.6203252032520326
24,0,41,50,50,0.75,0.4,3,1,minimum_improvement,0.2,1.0,0.6280980603448276
30,0,19,50,50,0.75,0.4,3,1,minimum_improvement,0.8,1.0,0.5785069075451648
52,0,37,50,50,0.75,0.4,3,1,similar_neighborhood,0.8,1.0,0.7457264957264957
29,0,30,50,50,0.75,0.4,3,1,minimum_improvement,0.7,1.0,0.5921683537559936
27,0,37,50,50,0.75,0.4,3,1,minimum_improvement,0.5,1.0,0.6295260915867945
49,0,43,50,50,0.75,0.4,3,1,similar_neighborhood,0.5,1.0,0.7288401253918495
51,0,52,50,50,0.75,0.4,3,1,similar_neighborhood,0.7,1.0,0.731988082340195
28,0,38,50,50,0.75,0.4,3,1,minimum_improvement,0.6,1.0,0.6186052773290253
50,0,49,50,50,0.75,0.4,3,1,similar_neighborhood,0.6,1.0,0.7218649517684887
32,0,100,50,50,0.75,0.4,3,1,minimum_improvement,1.0,0.9994706193753309,0.5516146109052409
68,1,20,50,50,0.75,0.4,3,1,random,0.2,1.0,0.6704303931987248
66,1,30,50,50,0.75,0.4,3,1,random,0.0,1.0,0.6590314136125655
67,1,21,50,50,0.75,0.4,3,1,random,0.1,1.0,0.6624729437229437
72,1,23,50,50,0.75,0.4,3,1,random,0.6,1.0,0.6616161616161617
71,1,22,50,50,0.75,0.4,3,1,random,0.5,1.0,0.6442463533225283
70,1,22,50,50,0.75,0.4,3,1,random,0.4,1.0,0.6541005291005291
73,1,24,50,50,0.75,0.4,3,1,random,0.7,1.0,0.6636486486486487
76,1,24,50,50,0.75,0.4,3,1,random,1.0,1.0,0.6666666666666666
69,1,37,50,50,0.75,0.4,3,1,random,0.3,1.0,0.6553908355795148
74,1,27,50,50,0.75,0.4,3,1,random,0.8,1.0,0.6617566079295154
75,1,36,50,50,0.75,0.4,3,1,random,0.9,1.0,0.6677718832891246
77,1,44,50,50,0.75,0.4,3,1,distance_relevance,0.0,1.0,0.6555673947789025
88,1,31,50,50,0.75,0.4,3,1,minimum_improvement,0.0,1.0,0.6493128964059197
89,1,21,50,50,0.75,0.4,3,1,minimum_improvement,0.1,1.0,0.6457883369330454
90,1,26,50,50,0.75,0.4,3,1,minimum_improvement,0.2,1.0,0.6540190375462718
96,1,14,50,50,0.75,0.4,3,1,minimum_improvement,0.8,1.0,0.5789897904352499
92,1,42,50,50,0.75,0.4,3,1,minimum_improvement,0.4,1.0,0.623473181093999
91,1,41,50,50,0.75,0.4,3,1,minimum_improvement,0.3,1.0,0.6338604143947656
97,1,14,50,50,0.75,0.4,3,1,minimum_improvement,0.9,1.0,0.5640540540540541
93,1,34,50,50,0.75,0.4,3,1,minimum_improvement,0.5,1.0,0.625
95,1,31,50,50,0.75,0.4,3,1,minimum_improvement,0.7,1.0,0.6035340314136126
94,1,47,50,50,0.75,0.4,3,1,minimum_improvement,0.6,1.0,0.611838588989845
99,1,33,50,50,0.75,0.4,3,1,recently_emptied,0.0,1.0,0.6471143473570659
56,0,100,50,50,0.75,0.4,3,1,different_neighborhood,0.1,0.9951845906902087,0.6844569288389513
98,1,100,50,50,0.75,0.4,3,1,minimum_improvement,1.0,0.9989316239316239,0.5408653846153846
34,0,100,50,50,0.75,0.4,3,1,recently_emptied,0.1,0.9978237214363439,0.6681175190424374
110,1,23,50,50,0.75,0.4,3,1,similar_neighborhood,0.0,1.0,0.6666215484569572
111,1,18,50,50,0.75,0.4,3,1,similar_neighborhood,0.1,1.0,0.6738437001594896
78,1,100,50,50,0.75,0.4,3,1,distance_relevance,0.1,0.9929881337648327,0.639697950377562
113,1,19,50,50,0.75,0.4,3,1,similar_neighborhood,0.3,1.0,0.68544474393531
112,1,28,50,50,0.75,0.4,3,1,similar_neighborhood,0.2,1.0,0.689727463312369
13,0,100,50,50,0.75,0.4,3,1,distance_relevance,0.2,0.9820769636267791,0.6155772272008434
114,1,29,50,50,0.75,0.4,3,1,similar_neighborhood,0.4,1.0,0.7019796682718031
59,0,100,50,50,0.75,0.4,3,1,different_neighborhood,0.4,0.995280545359203,0.6548243314105926
120,1,4,50,50,0.75,0.4,3,1,similar_neighborhood,1.0,1.0,0.7720432946145723
116,1,22,50,50,0.75,0.4,3,1,similar_neighborhood,0.6,1.0,0.7348008385744235
118,1,27,50,50,0.75,0.4,3,1,similar_neighborhood,0.8,1.0,0.7502649708532061
115,1,48,50,50,0.75,0.4,3,1,similar_neighborhood,0.5,1.0,0.7215288611544461
117,1,31,50,50,0.75,0.4,3,1,similar_neighborhood,0.7,1.0,0.7296296296296296
12,0,100,50,50,0.75,0.4,3,1,distance_relevance,0.1,0.9780160857908847,0.6332439678284182
121,1,38,50,50,0.75,0.4,3,1,different_neighborhood,0.0,1.0,0.6523771367521367
119,1,25,50,50,0.75,0.4,3,1,similar_neighborhood,0.9,1.0,0.763941018766756
60,0,100,50,50,0.75,0.4,3,1,different_neighborhood,0.5,0.9956663055254604,0.6732123510292525
63,0,100,50,50,0.75,0.4,3,1,different_neighborhood,0.8,0.9963060686015831,0.6604221635883905
57,0,100,50,50,0.75,0.4,3,1,different_neighborhood,0.2,0.9920424403183024,0.6557029177718833
64,0,100,50,50,0.75,0.4,3,1,different_neighborhood,0.9,0.9968454258675079,0.6842797055730809
132,2,30,50,50,0.75,0.4,3,1,random,0.0,1.0,0.6728541337546077
133,2,27,50,50,0.75,0.4,3,1,random,0.1,1.0,0.653448275862069
136,2,19,50,50,0.75,0.4,3,1,random,0.4,1.0,0.6495570609692548
135,2,18,50,50,0.75,0.4,3,1,random,0.3,1.0,0.6609717031500267
79,1,100,50,50,0.75,0.4,3,1,distance_relevance,0.2,0.9806659505907627,0.6188238453276047
61,0,100,50,50,0.75,0.4,3,1,different_neighborhood,0.6,0.9936034115138592,0.6665778251599147
134,2,28,50,50,0.75,0.4,3,1,random,0.2,1.0,0.657358390682901
137,2,31,50,50,0.75,0.4,3,1,random,0.5,1.0,0.6364850427350427
141,2,18,50,50,0.75,0.4,3,1,random,0.9,1.0,0.6451876019575856
58,0,100,50,50,0.75,0.4,3,1,different_neighborhood,0.3,0.9897849462365591,0.6543010752688172
140,2,31,50,50,0.75,0.4,3,1,random,0.8,1.0,0.6514909478168264
39,0,100,50,50,0.75,0.4,3,1,recently_emptied,0.6,0.9957739038563127,0.6905705229793978
139,2,40,50,50,0.75,0.4,3,1,random,0.7,1.0,0.6514791336502905
138,2,49,50,50,0.75,0.4,3,1,random,0.6,1.0,0.6579293993677555
100,1,100,50,50,0.75,0.4,3,1,recently_emptied,0.1,0.9978459881529348,0.6573774905761982
142,2,20,50,50,0.75,0.4,3,1,random,1.0,1.0,0.6602773246329527
65,0,100,50,50,0.75,0.4,3,1,different_neighborhood,1.0,0.9962586851950829,0.6889363976483164
143,2,28,50,50,0.75,0.4,3,1,distance_relevance,0.0,1.0,0.668218085106383
62,0,100,50,50,0.75,0.4,3,1,different_neighborhood,0.7,0.9921507064364207,0.6794871794871795
14,0,100,50,50,0.75,0.4,3,1,distance_relevance,0.3,0.9658848614072495,0.5979477611940298
80,1,100,50,50,0.75,0.4,3,1,distance_relevance,0.3,0.972457627118644,0.622219279661017
154,2,24,50,50,0.75,0.4,3,1,minimum_improvement,0.0,1.0,0.6479672650475184
122,1,100,50,50,0.75,0.4,3,1,different_neighborhood,0.1,0.9946723494938732,0.6582312200319659
155,2,32,50,50,0.75,0.4,3,1,minimum_improvement,0.1,1.0,0.6502860114404576
157,2,22,50,50,0.75,0.4,3,1,minimum_improvement,0.3,1.0,0.6533635878270155
156,2,37,50,50,0.75,0.4,3,1,minimum_improvement,0.2,1.0,0.6536144578313253
159,2,29,50,50,0.75,0.4,3,1,minimum_improvement,0.5,1.0,0.6285752833243389
158,2,38,50,50,0.75,0.4,3,1,minimum_improvement,0.4,1.0,0.6345639379347244
162,2,22,50,50,0.75,0.4,3,1,minimum_improvement,0.8,1.0,0.5802949061662198
160,2,33,50,50,0.75,0.4,3,1,minimum_improvement,0.6,1.0,0.6037106246663108
16,0,100,50,50,0.75,0.4,3,1,distance_relevance,0.5,0.958985429033999,0.5818942255801404
164,2,9,50,50,0.75,0.4,3,1,minimum_improvement,1.0,1.0,0.5506345848757271
15,0,100,50,50,0.75,0.4,3,1,distance_relevance,0.4,0.9559447983014862,0.5870488322717622
165,2,19,50,50,0.75,0.4,3,1,recently_emptied,0.0,1.0,0.6502695417789758
163,2,24,50,50,0.75,0.4,3,1,minimum_improvement,0.9,1.0,0.5628400435255713
161,2,100,50,50,0.75,0.4,3,1,minimum_improvement,0.7,0.9994517543859649,0.5819627192982456
81,1,100,50,50,0.75,0.4,3,1,distance_relevance,0.4,0.9632352941176471,0.5908613445378151
123,1,100,50,50,0.75,0.4,3,1,different_neighborhood,0.2,0.9920297555791711,0.6539585547290117
144,2,100,50,50,0.75,0.4,3,1,distance_relevance,0.1,0.9891716296697347,0.6361667569030861
36,0,100,50,50,0.75,0.4,3,1,recently_emptied,0.3,0.9926043317485472,0.6673269941891178
125,1,100,50,50,0.75,0.4,3,1,different_neighborhood,0.4,0.9929615592853276,0.65755278830536
176,2,23,50,50,0.75,0.4,3,1,similar_neighborhood,0.0,1.0,0.6594623089088034
177,2,21,50,50,0.75,0.4,3,1,similar_neighborhood,0.1,1.0,0.6762618296529969
178,2,34,50,50,0.75,0.4,3,1,similar_neighborhood,0.2,1.0,0.6725711218464842
179,2,33,50,50,0.75,0.4,3,1,similar_neighborhood,0.3,1.0,0.6881266490765171
180,2,36,50,50,0.75,0.4,3,1,similar_neighborhood,0.4,1.0,0.7229011689691818
35,0,100,50,50,0.75,0.4,3,1,recently_emptied,0.2,0.9924731182795699,0.6422043010752688
17,0,100,50,50,0.75,0.4,3,1,distance_relevance,0.6,0.9473401397098334,0.5566899516389038
82,1,100,50,50,0.75,0.4,3,1,distance_relevance,0.5,0.9575625680087051,0.5787540805223068
126,1,100,50,50,0.75,0.4,3,1,different_neighborhood,0.5,0.9930332261521972,0.6611736334405145
181,2,24,50,50,0.75,0.4,3,1,similar_neighborhood,0.5,1.0,0.7373315363881402
145,2,100,50,50,0.75,0.4,3,1,distance_relevance,0.2,0.9843158464034614,0.6427798810167659
182,2,44,50,50,0.75,0.4,3,1,similar_neighborhood,0.6,1.0,0.7264101212440696
130,1,100,50,50,0.75,0.4,3,1,different_neighborhood,0.9,0.9929577464788732,0.6830985915492958
183,2,18,50,50,0.75,0.4,3,1,similar_neighborhood,0.7,1.0,0.7301395598497048
184,2,22,50,50,0.75,0.4,3,1,similar_neighborhood,0.8,1.0,0.7411528150134048
124,1,100,50,50,0.75,0.4,3,1,different_neighborhood,0.3,0.9908058409951325,0.6469713358572201
186,2,5,50,50,0.75,0.4,3,1,similar_neighborhood,1.0,1.0,0.7617647058823529
187,2,28,50,50,0.75,0.4,3,1,different_neighborhood,0.0,1.0,0.6524747205960617
131,1,100,50,50,0.75,0.4,3,1,different_neighborhood,1.0,0.9945828819068255,0.695557963163597
18,0,100,50,50,0.75,0.4,3,1,distance_relevance,0.7,0.9386339381003201,0.5426894343649946
185,2,37,50,50,0.75,0.4,3,1,similar_neighborhood,0.9,1.0,0.779122340425532
127,1,100,50,50,0.75,0.4,3,1,different_neighborhood,0.6,0.9891186071817193,0.6478509249183896
83,1,100,50,50,0.75,0.4,3,1,distance_relevance,0.6,0.9475635593220338,0.5530985169491526
19,0,100,50,50,0.75,0.4,3,1,distance_relevance,0.8,0.9403620873269436,0.5410010649627263
128,1,100,50,50,0.75,0.4,3,1,different_neighborhood,0.7,0.9894902785076195,0.6797162375197058
198,3,33,50,50,0.75,0.4,3,1,random,0.0,1.0,0.6675202156334232
166,2,100,50,50,0.75,0.4,3,1,recently_emptied,0.1,0.9973375931842385,0.6510915867944622
201,3,26,50,50,0.75,0.4,3,1,random,0.3,1.0,0.658530042918455
200,3,34,50,50,0.75,0.4,3,1,random,0.2,1.0,0.6776172300981461
199,3,39,50,50,0.75,0.4,3,1,random,0.1,1.0,0.66796875
103,1,100,50,50,0.75,0.4,3,1,recently_emptied,0.4,0.9924892703862661,0.6673819742489271
202,3,29,50,50,0.75,0.4,3,1,random,0.4,1.0,0.6577380952380952
129,1,100,50,50,0.75,0.4,3,1,different_neighborhood,0.8,0.9892357373519914,0.6727664155005382
205,3,24,50,50,0.75,0.4,3,1,random,0.7,1.0,0.64829360780065
207,3,25,50,50,0.75,0.4,3,1,random,0.9,1.0,0.6493128964059197
204,3,24,50,50,0.75,0.4,3,1,random,0.6,1.0,0.6669333333333334
37,0,100,50,50,0.75,0.4,3,1,recently_emptied,0.4,0.9898504273504274,0.6712072649572649
203,3,42,50,50,0.75,0.4,3,1,random,0.5,1.0,0.6463022508038585
21,0,100,50,50,0.75,0.4,3,1,distance_relevance,1.0,0.9344432882414152,0.5222424557752341
206,3,31,50,50,0.75,0.4,3,1,random,0.8,1.0,0.6605090311986864
167,2,100,50,50,0.75,0.4,3,1,recently_emptied,0.2,0.9967931587386424,0.6495189738107964
208,3,18,50,50,0.75,0.4,3,1,random,1.0,1.0,0.6523605150214592
146,2,100,50,50,0.75,0.4,3,1,distance_relevance,0.3,0.9652996845425867,0.6035751840168244
209,3,20,50,50,0.75,0.4,3,1,distance_relevance,0.0,1.0,0.6796623794212219
84,1,100,50,50,0.75,0.4,3,1,distance_relevance,0.7,0.940636805180788,0.5406098219104155
20,0,100,50,50,0.75,0.4,3,1,distance_relevance,0.9,0.93,0.5219736842105264
85,1,100,50,50,0.75,0.4,3,1,distance_relevance,0.8,0.9410503751339764,0.5322883172561629
190,2,100,50,50,0.75,0.4,3,1,different_neighborhood,0.3,0.9967897271268058,0.6467362225789192
220,3,35,50,50,0.75,0.4,3,1,minimum_improvement,0.0,1.0,0.6501082837033026
221,3,23,50,50,0.75,0.4,3,1,minimum_improvement,0.1,1.0,0.6680672268907563
222,3,42,50,50,0.75,0.4,3,1,minimum_improvement,0.2,1.0,0.6421933085501859
224,3,38,50,50,0.75,0.4,3,1,minimum_improvement,0.4,1.0,0.6296932839767319
223,3,39,50,50,0.75,0.4,3,1,minimum_improvement,0.3,1.0,0.6253989361702128
225,3,31,50,50,0.75,0.4,3,1,minimum_improvement,0.5,1.0,0.6240509761388287
188,2,100,50,50,0.75,0.4,3,1,different_neighborhood,0.1,0.9930444087747459,0.665195291599786
147,2,100,50,50,0.75,0.4,3,1,distance_relevance,0.4,0.9606557377049181,0.5950819672131148
226,3,15,50,50,0.75,0.4,3,1,minimum_improvement,0.6,1.0,0.6024240809802877
230,3,6,50,50,0.75,0.4,3,1,minimum_improvement,1.0,1.0,0.5416666666666666
229,3,13,50,50,0.75,0.4,3,1,minimum_improvement,0.9,1.0,0.5544836956521739
228,3,24,50,50,0.75,0.4,3,1,minimum_improvement,0.8,1.0,0.5918501048218029
227,3,27,50,50,0.75,0.4,3,1,minimum_improvement,0.7,1.0,0.6025326797385621
101,1,100,50,50,0.75,0.4,3,1,recently_emptied,0.2,0.9907154560349536,0.6469142545057346
231,3,37,50,50,0.75,0.4,3,1,recently_emptied,0.0,1.0,0.6693376068376068
86,1,100,50,50,0.75,0.4,3,1,distance_relevance,0.9,0.929368029739777,0.5196494954859268
189,2,100,50,50,0.75,0.4,3,1,different_neighborhood,0.2,0.9951664876476907,0.6562835660580022
210,3,100,50,50,0.75,0.4,3,1,distance_relevance,0.1,0.9888297872340426,0.6304521276595745
87,1,100,50,50,0.75,0.4,3,1,distance_relevance,1.0,0.9261603375527426,0.5195147679324894
148,2,100,50,50,0.75,0.4,3,1,distance_relevance,0.5,0.9549356223175965,0.5780579399141631
242,3,19,50,50,0.75,0.4,3,1,similar_neighborhood,0.0,1.0,0.6549542272482499
243,3,33,50,50,0.75,0.4,3,1,similar_neighborhood,0.1,1.0,0.6672823218997361
244,3,21,50,50,0.75,0.4,3,1,similar_neighborhood,0.2,1.0,0.6703771608171818
195,2,100,50,50,0.75,0.4,3,1,different_neighborhood,0.8,0.9931794333683106,0.6715634837355718
245,3,34,50,50,0.75,0.4,3,1,similar_neighborhood,0.3,1.0,0.6863905325443787
246,3,29,50,50,0.75,0.4,3,1,similar_neighborhood,0.4,1.0,0.7162634408602151
248,3,23,50,50,0.75,0.4,3,1,similar_neighborhood,0.6,1.0,0.7360282148670646
247,3,29,50,50,0.75,0.4,3,1,similar_neighborhood,0.5,1.0,0.7229657387580299
191,2,100,50,50,0.75,0.4,3,1,different_neighborhood,0.4,0.9929000546149646,0.65401419989077
196,2,100,50,50,0.75,0.4,3,1,different_neighborhood,0.9,0.9930107526881721,0.6684139784946237
249,3,41,50,50,0.75,0.4,3,1,similar_neighborhood,0.7,1.0,0.7542305658381808
250,3,32,50,50,0.75,0.4,3,1,similar_neighborhood,0.8,1.0,0.7636514065085493
251,3,29,50,50,0.75,0.4,3,1,similar_neighborhood,0.9,1.0,0.7624031007751938
252,3,4,50,50,0.75,0.4,3,1,similar_neighborhood,1.0,1.0,0.7674907943187795
211,3,100,50,50,0.75,0.4,3,1,distance_relevance,0.2,0.9807073954983923,0.6211146838156485
253,3,29,50,50,0.75,0.4,3,1,different_neighborhood,0.0,1.0,0.6528578919769271
194,2,100,50,50,0.75,0.4,3,1,different_neighborhood,0.7,0.9909862142099682,0.6581389183457051
192,2,100,50,50,0.75,0.4,3,1,different_neighborhood,0.5,0.9917491749174917,0.6454895489548955
197,2,100,50,50,0.75,0.4,3,1,different_neighborhood,1.0,0.9935483870967742,0.6904569892473118
151,2,100,50,50,0.75,0.4,3,1,distance_relevance,0.8,0.9458445040214477,0.5382037533512064
150,2,100,50,50,0.75,0.4,3,1,distance_relevance,0.7,0.9429186860527733,0.5468497576736672
193,2,100,50,50,0.75,0.4,3,1,different_neighborhood,0.6,0.9883412824589295,0.6658717541070482
264,4,26,50,50,0.75,0.4,3,1,random,0.0,1.0,0.6588050314465409
266,4,19,50,50,0.75,0.4,3,1,random,0.2,1.0,0.6618351063829787
265,4,26,50,50,0.75,0.4,3,1,random,0.1,1.0,0.66657824933687
267,4,26,50,50,0.75,0.4,3,1,random,0.3,1.0,0.6568575932737782
268,4,24,50,50,0.75,0.4,3,1,random,0.4,1.0,0.6590300107181136
269,4,22,50,50,0.75,0.4,3,1,random,0.5,1.0,0.6579575596816977
270,4,26,50,50,0.75,0.4,3,1,random,0.6,1.0,0.6419558359621451
273,4,24,50,50,0.75,0.4,3,1,random,0.9,1.0,0.6567164179104478
149,2,100,50,50,0.75,0.4,3,1,distance_relevance,0.6,0.9321581196581197,0.5582264957264957
271,4,50,50,50,0.75,0.4,3,1,random,0.7,1.0,0.6579569327731093
168,2,100,50,50,0.75,0.4,3,1,recently_emptied,0.3,0.9915922228060956,0.6777456647398844
274,4,32,50,50,0.75,0.4,3,1,random,1.0,1.0,0.6721398305084746
272,4,63,50,50,0.75,0.4,3,1,random,0.8,1.0,0.6486884368308351
275,4,43,50,50,0.75,0.4,3,1,distance_relevance,0.0,1.0,0.6550682773109243
212,3,100,50,50,0.75,0.4,3,1,distance_relevance,0.3,0.964516129032258,0.6013440860215054
213,3,100,50,50,0.75,0.4,3,1,distance_relevance,0.4,0.9650537634408602,0.5827956989247312
40,0,100,50,50,0.75,0.4,3,1,recently_emptied,0.7,0.9838709677419355,0.6595430107526882
286,4,30,50,50,0.75,0.4,3,1,minimum_improvement,0.0,1.0,0.6505712731229597
288,4,25,50,50,0.75,0.4,3,1,minimum_improvement,0.2,1.0,0.65372589890568
287,4,36,50,50,0.75,0.4,3,1,minimum_improvement,0.1,1.0,0.6633064516129032
214,3,100,50,50,0.75,0.4,3,1,distance_relevance,0.5,0.9598540145985401,0.5753388946819604
254,3,100,50,50,0.75,0.4,3,1,different_neighborhood,0.1,0.9940700808625337,0.6469002695417789
152,2,100,50,50,0.75,0.4,3,1,distance_relevance,0.9,0.9292656587473002,0.521463282937365
232,3,100,50,50,0.75,0.4,3,1,recently_emptied,0.1,0.9951586874663798,0.6601667563206025
237,3,100,50,50,0.75,0.4,3,1,recently_emptied,0.6,0.9962526766595289,0.6865631691648822
289,4,40,50,50,0.75,0.4,3,1,minimum_improvement,0.3,1.0,0.6548395867319196
290,4,24,50,50,0.75,0.4,3,1,minimum_improvement,0.4,1.0,0.6408413205537806
104,1,100,50,50,0.75,0.4,3,1,recently_emptied,0.5,0.9838969404186796,0.6803542673107891
276,4,100,50,50,0.75,0.4,3,1,distance_relevance,0.1,0.9910761154855643,0.6251968503937008
255,3,100,50,50,0.75,0.4,3,1,different_neighborhood,0.2,0.9946091644204852,0.648921832884097
260,3,100,50,50,0.75,0.4,3,1,different_neighborhood,0.7,0.9947698744769874,0.6697175732217573
153,2,100,50,50,0.75,0.4,3,1,distance_relevance,1.0,0.9230769230769231,0.5124593716143012
292,4,22,50,50,0.75,0.4,3,1,minimum_improvement,0.6,1.0,0.6148507071765322
291,4,43,50,50,0.75,0.4,3,1,minimum_improvement,0.5,1.0,0.615115653577192
258,3,100,50,50,0.75,0.4,3,1,different_neighborhood,0.5,0.9941613588110403,0.6584394904458599
293,4,27,50,50,0.75,0.4,3,1,minimum_improvement,0.7,1.0,0.5942887931034483
297,4,22,50,50,0.75,0.4,3,1,recently_emptied,0.0,1.0,0.6559620596205962
294,4,20,50,50,0.75,0.4,3,1,minimum_improvement,0.8,1.0,0.5806277056277056
215,3,100,50,50,0.75,0.4,3,1,distance_relevance,0.6,0.9510226049515608,0.5644510226049516
261,3,100,50,50,0.75,0.4,3,1,different_neighborhood,0.8,0.9941333333333333,0.6729333333333334
296,4,6,50,50,0.75,0.4,3,1,minimum_improvement,1.0,1.0,0.5560182697474476
256,3,100,50,50,0.75,0.4,3,1,different_neighborhood,0.3,0.9924892703862661,0.6589324034334764
262,3,100,50,50,0.75,0.4,3,1,different_neighborhood,0.9,0.9941489361702127,0.6710106382978723
257,3,100,50,50,0.75,0.4,3,1,different_neighborhood,0.4,0.9941207910208445,0.6535275253874934
106,1,100,50,50,0.75,0.4,3,1,recently_emptied,0.7,0.9837925445705025,0.657752566180443
259,3,100,50,50,0.75,0.4,3,1,different_neighborhood,0.6,0.9935064935064936,0.6613906926406926
295,4,100,50,50,0.75,0.4,3,1,minimum_improvement,0.9,0.9989506820566632,0.558105981112277
308,4,19,50,50,0.75,0.4,3,1,similar_neighborhood,0.0,1.0,0.6714361420243773
309,4,26,50,50,0.75,0.4,3,1,similar_neighborhood,0.1,1.0,0.6715817694369973
310,4,27,50,50,0.75,0.4,3,1,similar_neighborhood,0.2,1.0,0.6859459459459459
263,3,100,50,50,0.75,0.4,3,1,different_neighborhood,1.0,0.9930851063829788,0.6910904255319149
311,4,19,50,50,0.75,0.4,3,1,similar_neighborhood,0.3,1.0,0.6976
277,4,100,50,50,0.75,0.4,3,1,distance_relevance,0.2,0.9782146652497343,0.6171625929861849
313,4,22,50,50,0.75,0.4,3,1,similar_neighborhood,0.5,1.0,0.7152667723190702
312,4,25,50,50,0.75,0.4,3,1,similar_neighborhood,0.4,1.0,0.7147182727751448
315,4,20,50,50,0.75,0.4,3,1,similar_neighborhood,0.7,1.0,0.7266292735042735
105,1,100,50,50,0.75,0.4,3,1,recently_emptied,0.6,0.9818181818181818,0.6770129870129871
314,4,37,50,50,0.75,0.4,3,1,similar_neighborhood,0.6,1.0,0.7457242116515232
316,4,15,50,50,0.75,0.4,3,1,similar_neighborhood,0.8,1.0,0.7522702991452992
216,3,100,50,50,0.75,0.4,3,1,distance_relevance,0.7,0.9451682953311618,0.5473669923995657
318,4,6,50,50,0.75,0.4,3,1,similar_neighborhood,1.0,1.0,0.7666223404255319
317,4,28,50,50,0.75,0.4,3,1,similar_neighborhood,0.9,1.0,0.7429596174282678
319,4,34,50,50,0.75,0.4,3,1,different_neighborhood,0.0,1.0,0.6740273396424816
102,1,100,50,50,0.75,0.4,3,1,recently_emptied,0.3,0.9815817984832069,0.6371885157096425
331,5,27,50,50,0.75,0.4,3,1,random,0.1,1.0,0.6648037077426391
333,5,23,50,50,0.75,0.4,3,1,random,0.3,1.0,0.6702802749867794
332,5,19,50,50,0.75,0.4,3,1,random,0.2,1.0,0.6456
334,5,25,50,50,0.75,0.4,3,1,random,0.4,1.0,0.6680371352785146
330,5,43,50,50,0.75,0.4,3,1,random,0.0,1.0,0.6657303370786517
278,4,100,50,50,0.75,0.4,3,1,distance_relevance,0.3,0.967982924226254,0.6096584845250801
335,5,31,50,50,0.75,0.4,3,1,random,0.5,1.0,0.6528903295515938
217,3,100,50,50,0.75,0.4,3,1,distance_relevance,0.8,0.9334389857369255,0.5392234548335975
336,5,26,50,50,0.75,0.4,3,1,random,0.6,1.0,0.6571696094168005
339,5,22,50,50,0.75,0.4,3,1,random,0.9,1.0,0.6778666666666666
338,5,26,50,50,0.75,0.4,3,1,random,0.8,1.0,0.6637466307277629
337,5,46,50,50,0.75,0.4,3,1,random,0.7,1.0,0.652806925498426
340,5,23,50,50,0.75,0.4,3,1,random,1.0,1.0,0.6576175040518638
233,3,100,50,50,0.75,0.4,3,1,recently_emptied,0.2,0.9900052603892688,0.6480799579168859
341,5,25,50,50,0.75,0.4,3,1,distance_relevance,0.0,1.0,0.6528914348063284
218,3,100,50,50,0.75,0.4,3,1,distance_relevance,0.9,0.928872497365648,0.5306902002107482
320,4,100,50,50,0.75,0.4,3,1,different_neighborhood,0.1,0.9951325040562466,0.658869659275284
279,4,100,50,50,0.75,0.4,3,1,distance_relevance,0.4,0.9601722282023681,0.5836921420882669
